age,is_male,race,ownes_house,employment_status,employment_income,non_employment_income,treatment,expenditure
18,0,Asian,0,1,55576.1,0.0,0,47713.39
42,0,White,0,1,118690.9,0.0,0,103917.44
18,0,Black,0,0,0.0,12000.0,0,9763.83
18,1,White,0,1,67626.9,5000.0,0,53909.61
18,1,Black,1,1,65568.4,0.0,0,49683.8
66,1,White,0,1,184778.3,0.0,1,148616.42
24,0,Hispanic,0,0,0.0,0.0,0,2706.58
18,1,Hispanic,0,0,0.0,0.0,0,2408.78
70,0,Hispanic,0,1,196194.2,12000.0,0,167752.96
58,1,Hispanic,1,1,170874.4,0.0,0,128626.02
31,0,White,0,0,0.0,0.0,0,2229.8
22,1,White,1,0,0.0,0.0,0,2437.69
21,1,Hispanic,1,0,0.0,10000.0,0,8513.62
27,1,White,0,1,87331.8,12000.0,0,78013.96
18,1,Asian,0,0,0.0,0.0,0,2486.21
40,0,Black,1,1,120565.7,0.0,0,96781.32
18,1,White,0,1,58458.5,0.0,0,38391.56
18,0,Other,0,0,0.0,0.0,0,2682.77
18,1,White,0,1,62606.0,0.0,0,47711.58
18,1,White,1,0,0.0,0.0,1,2353.27
18,0,Hispanic,1,1,62629.4,0.0,0,51661.22
18,1,Black,0,0,0.0,0.0,0,2595.09
29,0,White,0,0,0.0,0.0,1,2531.08
18,1,Black,0,1,69459.4,0.0,0,55263.29
18,1,Other,0,0,0.0,0.0,0,2469.85
32,1,White,1,1,100772.6,10000.0,0,89491.31
38,0,Asian,0,1,115265.0,5000.0,0,83474.08
42,1,Other,0,1,125196.3,12000.0,0,98258.54
68,1,Hispanic,0,1,192892.9,0.0,0,129453.56
53,0,White,0,1,145929.5,0.0,1,109981.38
27,0,Hispanic,0,0,0.0,12000.0,0,12947.93
18,0,White,0,0,0.0,12000.0,0,13438.66
18,1,Black,0,1,69064.3,0.0,0,51328.34
19,0,Hispanic,0,0,0.0,0.0,0,2818.53
22,1,Other,0,1,69857.3,10000.0,0,55144.97
27,1,White,0,0,0.0,0.0,0,2642.85
18,1,Hispanic,0,0,0.0,0.0,1,3186.77
22,1,White,0,0,0.0,12000.0,1,10325.05
18,1,Hispanic,0,0,0.0,12000.0,1,13675.7
18,1,Asian,0,1,65146.3,12000.0,0,52724.93
33,1,Black,0,0,0.0,10000.0,0,8298.87
28,0,White,0,0,0.0,12000.0,1,10286.87
18,0,Hispanic,1,1,59620.7,10000.0,0,52187.91
65,1,Asian,0,1,185588.1,10000.0,1,177351.2
18,1,Hispanic,0,0,0.0,0.0,0,2741.98
18,0,White,1,1,57489.7,10000.0,1,59413.7
37,1,Black,1,1,115793.2,10000.0,1,106407.51
40,1,White,0,1,118688.8,0.0,0,101000.61
21,0,Black,0,0,0.0,0.0,0,2108.88
21,1,White,0,1,69181.5,10000.0,0,57837.51
18,1,Hispanic,0,0,0.0,12000.0,0,12517.2
18,1,White,1,0,0.0,12000.0,0,13660.63
18,1,Asian,0,0,0.0,10000.0,0,12277.65
32,0,White,0,0,0.0,0.0,0,2478.19
18,1,Hispanic,0,1,68251.1,12000.0,0,50259.45
44,0,Hispanic,1,1,123605.0,10000.0,0,98832.98
18,0,White,0,0,0.0,12000.0,0,11909.02
70,0,Hispanic,0,1,196617.9,0.0,0,157133.39
24,0,White,0,1,82116.8,0.0,0,61817.21
21,1,Hispanic,0,0,0.0,10000.0,0,12356.44
18,0,White,0,0,0.0,10000.0,0,10550.73
50,1,White,0,1,150917.3,10000.0,0,119891.14
26,1,Asian,0,1,82095.7,0.0,0,63814.34
18,1,Black,0,0,0.0,12000.0,0,15243.74
48,1,Hispanic,0,1,141876.1,0.0,0,114544.18
18,1,Asian,0,1,64246.4,10000.0,0,49497.43
18,1,Black,1,0,0.0,10000.0,0,10286.94
18,1,Hispanic,0,0,0.0,10000.0,0,9809.28
45,0,Asian,1,0,0.0,0.0,1,2834.47
51,1,Hispanic,0,1,152748.4,0.0,0,129982.96
18,0,Asian,0,1,60123.7,0.0,0,39206.11
30,0,Asian,0,1,94880.5,0.0,0,75009.54
41,0,Hispanic,0,1,119906.2,0.0,0,107897.37
35,1,White,0,1,108473.7,12000.0,0,89060.15
19,1,White,1,1,73011.3,0.0,0,55863.5
18,1,Asian,0,0,0.0,0.0,1,2502.55
18,0,Asian,0,0,0.0,12000.0,0,10014.53
18,1,Hispanic,0,0,0.0,10000.0,0,6785.49
18,1,White,0,0,0.0,12000.0,0,16533.27
70,0,Black,0,1,203475.5,10000.0,0,164773.56
44,1,White,0,1,132799.8,0.0,0,98383.34
18,1,White,0,1,61760.4,0.0,1,48425.98
44,1,Hispanic,0,1,131232.2,10000.0,1,116178.37
18,0,White,0,0,0.0,12000.0,0,9262.14
26,1,White,0,1,78117.0,12000.0,0,62612.65
70,1,White,0,1,191706.6,0.0,0,152748.55
47,0,White,0,1,137987.2,12000.0,0,103067.19
18,1,White,1,0,0.0,10000.0,0,10025.24
70,1,Hispanic,0,1,196844.0,12000.0,0,165746.79
18,1,White,1,0,0.0,0.0,0,2724.85
38,1,White,1,1,114714.5,0.0,0,93322.62
25,0,Black,0,1,75059.2,0.0,0,62312.57
29,0,White,0,1,85985.8,0.0,0,65053.91
18,0,White,1,0,0.0,0.0,1,3286.18
18,1,White,0,1,70419.2,0.0,1,60481.88
19,1,Hispanic,0,1,62365.6,0.0,0,47463.05
30,0,White,0,0,0.0,0.0,0,2769.25
52,0,Black,0,1,210437.7,10000.0,1,159751.01
46,1,White,0,1,138854.7,10000.0,1,101293.66
36,0,White,0,1,106027.7,1000.0,1,77665.51
25,0,White,0,1,81650.2,10000.0,0,64139.33
31,1,Hispanic,0,1,89424.2,12000.0,1,66995.62
38,1,Asian,0,1,121270.9,5000.0,0,93456.37
18,0,White,0,0,0.0,10000.0,0,11811.73
68,0,Black,0,1,184688.7,5000.0,0,133018.49
18,1,White,0,1,60457.7,0.0,0,49389.95
63,1,Black,1,0,0.0,10000.0,0,8200.06
57,0,Black,0,1,161106.5,0.0,0,132711.38
20,1,White,0,0,0.0,0.0,1,3102.71
27,1,White,1,1,92467.1,0.0,0,63136.03
36,1,White,0,1,111472.1,0.0,0,97867.85
18,0,Hispanic,1,0,0.0,10000.0,0,13295.93
18,0,White,0,0,0.0,10000.0,0,12663.54
39,1,White,0,1,113805.4,5000.0,0,100385.05
18,1,White,0,1,54765.6,10000.0,0,49995.17
18,1,Other,1,1,67859.7,12000.0,0,58708.02
33,1,Hispanic,0,1,106113.3,12000.0,0,81996.47
28,0,White,0,0,0.0,0.0,1,2538.24
18,0,White,0,1,63210.3,10000.0,0,54384.81
66,0,Hispanic,0,1,184060.7,10000.0,0,143194.68
18,0,White,0,0,0.0,0.0,0,2721.24
18,1,Hispanic,0,1,63557.7,1000.0,1,63561.69
18,1,Black,1,1,60211.3,10000.0,0,53539.61
64,1,Hispanic,0,1,176150.1,0.0,0,136015.28
70,0,White,1,1,187774.4,0.0,0,135134.39
43,0,White,0,1,127445.6,0.0,0,105578.71
70,0,White,0,1,190549.1,12000.0,0,153502.8
18,1,Asian,0,0,0.0,0.0,0,2598.3
70,1,White,0,1,193712.9,12000.0,1,168808.44
27,1,Black,0,0,0.0,0.0,1,3087.36
44,1,White,0,1,128533.1,12000.0,0,93709.77
18,1,Asian,0,0,0.0,12000.0,0,5570.91
19,0,White,0,1,70373.3,10000.0,1,62001.72
26,1,Black,0,0,0.0,0.0,0,2764.83
48,1,White,0,1,149158.7,0.0,1,108313.28
18,0,Other,0,1,62698.6,0.0,1,54891.96
41,1,Hispanic,0,0,0.0,10000.0,0,13328.89
53,0,Asian,0,1,147390.8,0.0,0,114138.66
34,1,Other,0,0,0.0,0.0,0,2400.79
26,1,White,0,1,90199.3,0.0,0,68855.51
18,1,White,1,0,0.0,10000.0,0,13428.8
22,0,Other,0,1,75162.4,12000.0,0,57838.37
44,0,White,0,1,127853.1,0.0,0,106496.34
51,1,White,1,1,153068.4,10000.0,0,116258.68
18,1,Hispanic,0,0,0.0,0.0,1,2390.7
27,0,Hispanic,1,0,0.0,10000.0,0,10072.15
18,1,Hispanic,1,0,0.0,0.0,1,3368.99
33,1,White,0,0,0.0,0.0,0,2452.94
18,0,White,0,1,61890.2,0.0,0,47721.26
18,0,White,0,1,63753.9,10000.0,0,58992.59
18,1,Hispanic,0,1,63363.1,12000.0,0,56963.19
18,0,White,0,0,0.0,12000.0,0,12144.4
26,0,White,0,1,88883.0,0.0,0,76807.83
18,1,Hispanic,0,0,0.0,10000.0,1,11171.59
45,0,White,1,1,134747.2,0.0,0,108407.67
18,0,Asian,1,1,64062.4,0.0,0,50739.09
24,0,White,0,0,0.0,0.0,0,2594.48
18,0,Hispanic,0,0,0.0,10000.0,0,12343.94
30,0,Asian,0,1,92713.4,0.0,0,69241.9
29,0,White,1,1,93912.0,1000.0,0,75023.9
48,1,White,1,0,0.0,0.0,1,3115.9
18,0,Black,0,1,58743.5,0.0,0,49446.89
33,0,White,0,1,100712.5,0.0,0,72009.14
31,1,Asian,1,1,92532.7,10000.0,0,82705.3
18,0,Black,0,1,68968.0,10000.0,0,57812.1
18,0,White,0,0,0.0,0.0,0,2460.86
18,0,White,1,1,50776.7,0.0,0,43114.2
35,0,White,1,1,100498.7,5000.0,0,77844.29
18,1,White,0,0,0.0,12000.0,0,11325.76
49,0,White,0,1,137721.2,0.0,1,120938.77
23,1,Asian,1,0,0.0,0.0,0,2856.23
34,1,White,0,1,100153.8,10000.0,0,79752.61
18,0,Hispanic,0,1,59974.1,10000.0,0,50590.02
70,0,Black,0,1,188968.5,0.0,0,156608.71
41,1,Black,1,1,123320.2,12000.0,0,105788.16
18,0,White,0,1,67792.6,0.0,1,53578.61
26,0,White,1,1,86186.2,10000.0,0,66686.67
42,1,White,0,0,0.0,0.0,0,2187.3
18,1,Asian,0,1,66919.2,0.0,1,45467.69
19,0,White,1,1,70691.2,1000.0,0,53792.22
18,0,White,0,0,0.0,0.0,0,2413.02
54,0,Hispanic,1,1,153808.7,0.0,0,129020.78
18,1,Black,1,0,0.0,0.0,0,2665.06
38,1,Black,0,1,118703.3,0.0,1,91165.78
31,0,Other,1,0,0.0,0.0,0,2539.46
20,1,Hispanic,0,0,0.0,1000.0,0,3105.68
29,1,Hispanic,0,0,0.0,10000.0,1,10498.98
18,1,Hispanic,0,0,0.0,0.0,1,2896.45
33,1,White,0,1,104382.6,10000.0,0,81319.76
18,0,Hispanic,0,0,0.0,12000.0,0,10144.17
38,0,Black,1,1,110918.2,10000.0,0,90945.52
18,1,White,0,0,0.0,0.0,1,2362.78
18,1,White,0,1,65135.1,10000.0,0,54042.83
18,1,Asian,1,0,0.0,12000.0,0,12638.42
18,1,White,0,1,69617.4,0.0,0,55866.77
63,1,Black,1,1,180912.1,0.0,0,143802.83
28,0,White,0,1,94478.0,12000.0,0,76063.91
18,1,White,0,0,0.0,5000.0,0,5527.01
18,0,White,1,0,0.0,12000.0,0,6455.28
50,0,White,0,1,142871.8,10000.0,0,107731.41
18,1,White,0,0,0.0,10000.0,0,10229.05
32,1,Black,0,0,0.0,0.0,0,2781.33
18,0,Hispanic,0,1,61651.6,10000.0,0,56150.13
18,1,Hispanic,1,0,0.0,0.0,0,2429.44
25,1,Hispanic,0,0,0.0,0.0,0,2276.84
18,1,Hispanic,0,0,0.0,0.0,0,2442.74
18,0,Hispanic,0,0,0.0,12000.0,1,14832.08
19,1,White,1,0,0.0,0.0,0,2302.51
70,1,Black,0,1,194489.3,12000.0,1,194396.12
18,1,White,0,1,67827.3,12000.0,0,62173.47
26,0,Hispanic,1,1,83541.4,0.0,0,67298.55
18,0,White,0,0,0.0,0.0,0,2682.07
70,1,White,0,1,190497.8,0.0,0,137387.69
24,1,White,1,0,0.0,5000.0,0,7353.38
18,0,White,0,0,0.0,12000.0,0,16259.74
18,1,White,0,0,0.0,10000.0,0,9471.4
33,0,Black,0,0,0.0,10000.0,0,11221.46
40,1,Black,0,1,121407.1,0.0,1,95039.79
25,0,Asian,1,1,87688.6,0.0,1,63366.27
21,0,White,0,1,72165.7,0.0,0,51359.59
18,1,White,1,0,0.0,0.0,0,2534.58
18,1,Hispanic,0,0,0.0,0.0,0,2515.2
18,1,White,1,0,0.0,10000.0,0,7325.3
51,1,White,0,1,153452.0,0.0,0,126109.62
41,1,White,0,1,129898.3,12000.0,0,102616.11
18,1,Asian,1,1,64478.6,0.0,0,49780.53
18,1,White,0,0,0.0,12000.0,0,7702.45
18,1,White,1,1,58674.6,0.0,0,45913.9
22,0,Black,0,1,72149.7,0.0,0,48089.33
18,0,White,0,0,0.0,12000.0,0,12328.0
18,0,Hispanic,1,0,0.0,0.0,0,2558.08
18,0,White,0,1,60372.2,10000.0,0,51618.39
18,1,Black,1,0,0.0,0.0,1,3347.01
18,0,Black,0,0,0.0,12000.0,0,15081.67
18,0,White,1,1,62890.9,12000.0,0,61291.22
18,1,White,0,1,65683.0,12000.0,0,48113.06
18,1,White,0,1,65611.4,0.0,0,51808.35
70,1,Black,1,1,196445.8,0.0,1,148006.96
49,1,White,0,1,149186.8,0.0,0,101329.38
18,1,Hispanic,0,1,67703.1,0.0,0,51030.88
70,0,Hispanic,0,1,193204.1,0.0,0,155514.81
20,0,Other,0,0,0.0,10000.0,1,12071.93
21,1,White,0,0,0.0,12000.0,0,6838.06
18,1,White,0,1,66705.6,5000.0,0,54726.61
21,0,White,1,1,79798.1,10000.0,0,66301.9
70,1,Hispanic,1,1,195299.6,0.0,1,178554.71
41,1,White,0,1,112279.7,12000.0,0,102423.2
18,1,White,1,0,0.0,0.0,1,3262.11
70,0,Other,0,1,254676.9,0.0,0,183981.1
28,0,White,1,0,0.0,0.0,1,3184.68
18,1,Hispanic,0,1,62517.6,12000.0,0,52415.92
19,1,White,0,0,0.0,0.0,0,2415.27
18,0,White,0,0,0.0,1000.0,0,3519.4
21,0,Hispanic,1,1,68556.8,0.0,0,61845.19
18,0,Hispanic,0,0,0.0,0.0,0,2311.57
28,1,Other,0,1,92065.5,1000.0,0,69028.77
18,0,White,1,0,0.0,1000.0,0,3119.22
70,0,Black,1,1,193767.8,0.0,0,163223.6
20,0,Asian,1,0,0.0,0.0,0,2427.69
70,1,Hispanic,0,1,194859.8,5000.0,0,148778.95
52,1,White,0,1,152264.0,0.0,1,126639.08
18,1,White,0,1,61991.4,0.0,0,54561.66
18,0,Hispanic,0,0,0.0,0.0,0,2713.94
62,1,Hispanic,0,1,175283.5,0.0,1,135331.58
25,1,Black,1,1,86555.6,1000.0,1,69270.8
24,1,Hispanic,0,0,0.0,0.0,0,2447.21
18,0,Hispanic,0,0,0.0,0.0,0,2682.03
70,1,White,1,1,193996.9,12000.0,0,135312.76
27,0,White,0,1,89324.8,0.0,0,71297.96
18,1,Hispanic,1,0,0.0,10000.0,1,9496.47
70,1,White,0,1,189769.9,0.0,1,153022.96
31,0,Other,0,1,91782.3,0.0,1,65366.68
24,0,White,0,1,83751.6,0.0,0,63768.46
26,1,Black,1,1,86500.8,0.0,0,67097.11
18,0,Asian,0,1,60733.3,12000.0,0,53790.47
18,0,Black,1,1,57914.7,10000.0,0,49089.98
18,1,White,0,0,0.0,0.0,0,2567.31
18,1,White,1,1,58070.7,1000.0,0,47464.96
25,1,Hispanic,0,0,0.0,12000.0,1,12146.74
53,1,Other,0,1,151554.2,0.0,0,119771.55
26,1,Black,0,1,86781.8,0.0,0,73410.67
62,0,Hispanic,0,1,172890.0,1000.0,0,140304.45
18,1,Black,0,1,65390.3,12000.0,0,58439.58
22,0,Black,0,1,63978.9,0.0,0,54791.34
23,0,Hispanic,0,1,79849.3,5000.0,0,59998.83
62,0,Hispanic,0,1,177388.7,1000.0,0,151191.15
18,1,Black,0,1,68201.6,12000.0,0,54611.11
62,1,Black,1,1,172372.0,12000.0,0,155514.26
59,0,Hispanic,0,1,165220.4,0.0,0,113376.3
42,1,Other,0,1,124454.4,10000.0,0,93531.29
18,1,White,0,1,66188.6,12000.0,0,53644.46
56,1,Asian,0,1,165579.3,10000.0,0,131139.64
18,1,White,0,0,0.0,12000.0,0,13866.55
18,1,White,0,1,62398.6,12000.0,0,51694.18
18,0,White,1,0,0.0,10000.0,0,7437.75
54,0,Black,0,1,149076.9,0.0,0,107854.96
40,0,White,1,1,162555.1,0.0,1,137658.93
19,0,White,1,1,64897.4,0.0,0,55956.31
19,1,White,0,0,0.0,5000.0,1,6731.42
18,1,Asian,0,0,0.0,0.0,0,2743.11
23,1,White,0,0,0.0,5000.0,0,7360.29
18,1,White,0,0,0.0,1000.0,0,3170.82
25,0,Other,0,0,0.0,0.0,0,2455.41
18,0,White,1,0,0.0,12000.0,0,11541.04
28,0,White,1,1,80669.6,0.0,0,67133.3
29,0,White,0,0,0.0,10000.0,0,14424.83
35,1,White,1,1,107761.3,0.0,1,95922.03
26,0,White,1,0,0.0,12000.0,1,13450.67
44,0,Asian,0,0,0.0,1000.0,0,3350.27
48,0,White,0,1,141846.4,12000.0,1,115845.08
24,0,White,1,1,72654.3,12000.0,0,69933.48
18,1,Other,0,1,68553.4,0.0,0,51013.95
41,1,White,0,1,128326.2,10000.0,0,105375.99
25,0,White,0,0,0.0,0.0,0,2465.87
18,1,Other,1,0,0.0,0.0,0,2926.86
47,1,Asian,0,1,188067.6,0.0,1,152210.41
30,1,White,0,0,0.0,10000.0,0,12006.96
18,1,White,0,0,0.0,1000.0,1,2751.07
24,1,White,1,1,74358.2,0.0,0,54469.71
20,1,Black,0,1,72704.7,0.0,0,54030.46
39,0,White,0,1,111370.2,10000.0,0,81126.84
18,1,White,0,1,66632.5,0.0,1,42113.01
18,1,Hispanic,0,0,0.0,0.0,0,2395.95
43,0,Black,1,1,119838.3,12000.0,0,96436.77
23,1,Hispanic,0,0,0.0,0.0,0,2285.33
30,0,Black,0,1,88220.7,1000.0,0,71896.3
28,1,Hispanic,1,1,96228.1,0.0,0,71920.37
36,0,Asian,0,1,107967.1,0.0,0,87065.05
18,1,Hispanic,0,1,64740.4,10000.0,0,54337.09
70,1,Hispanic,0,1,192701.8,0.0,0,148766.02
18,1,White,0,1,67296.9,0.0,0,48543.83
18,1,Hispanic,1,1,62788.8,1000.0,0,51534.59
18,0,White,0,1,65832.1,0.0,0,50622.85
18,1,Black,1,1,65900.0,0.0,0,48369.09
46,1,Black,0,1,139752.3,12000.0,0,104624.61
24,0,White,0,0,0.0,5000.0,0,4803.23
36,0,Black,0,1,115181.1,1000.0,1,102248.52
18,0,White,1,1,65602.3,5000.0,0,54532.59
21,1,Hispanic,0,0,0.0,12000.0,1,9503.15
67,0,Black,0,1,183262.1,0.0,0,139470.57
26,0,Hispanic,0,1,79020.8,10000.0,0,63479.34
18,0,Black,1,1,67894.4,12000.0,0,59617.54
25,1,White,1,0,0.0,0.0,1,3384.72
18,1,White,0,1,68135.8,0.0,0,51772.8
18,0,Hispanic,0,0,0.0,10000.0,0,10765.81
19,1,White,0,0,0.0,1000.0,0,3158.22
25,1,White,0,0,0.0,0.0,1,2689.13
44,1,Hispanic,0,1,130808.0,0.0,0,107884.04
52,1,White,1,1,153423.1,10000.0,0,120329.49
18,1,Hispanic,1,1,61414.7,0.0,0,45780.2
18,1,White,0,1,59060.0,0.0,0,46039.19
20,1,White,0,1,68408.8,12000.0,0,55996.99
70,0,White,0,1,188708.2,5000.0,0,165355.31
18,0,White,0,1,65105.2,0.0,0,47062.58
18,0,White,0,1,57936.2,0.0,1,47727.44
18,1,Black,1,0,0.0,0.0,1,3186.24
18,0,White,0,0,0.0,12000.0,0,12141.3
35,0,Hispanic,0,1,101824.2,12000.0,0,89181.43
18,1,Other,1,1,63758.6,5000.0,1,54552.07
48,0,Hispanic,0,1,135480.7,5000.0,0,104832.47
18,0,Black,0,0,0.0,10000.0,0,11658.82
61,1,White,1,1,167161.8,10000.0,0,132037.38
20,1,White,0,1,68394.4,10000.0,0,51932.06
21,1,Other,1,0,0.0,10000.0,0,7120.63
70,0,White,0,1,193856.1,12000.0,0,154605.04
70,1,Other,1,1,199685.4,10000.0,1,158098.8
35,0,White,0,1,103086.1,0.0,1,75513.74
21,0,Black,1,0,0.0,0.0,0,2465.74
18,0,White,0,0,0.0,10000.0,0,11634.92
70,0,White,0,1,184930.9,0.0,0,160468.54
20,0,Hispanic,0,0,0.0,10000.0,0,13391.99
25,1,White,0,1,82527.3,1000.0,1,82020.68
18,0,White,1,0,0.0,10000.0,0,7775.42
35,0,Asian,1,1,153915.4,1000.0,0,116695.13
27,1,White,0,0,0.0,12000.0,0,7297.67
40,0,Black,0,1,119856.7,0.0,0,90890.27
18,1,Asian,1,1,62317.5,5000.0,0,52754.76
27,0,Black,0,1,94434.0,12000.0,0,84324.06
18,1,Hispanic,0,0,0.0,0.0,1,2855.46
18,0,Asian,0,0,0.0,0.0,0,2601.28
29,0,White,1,1,87399.6,10000.0,0,67563.85
50,1,White,1,1,148414.0,0.0,0,121224.23
34,1,Black,0,0,0.0,12000.0,0,10965.61
18,0,White,0,1,61288.1,0.0,0,51895.02
29,0,Black,1,1,81824.8,0.0,0,67901.28
18,1,White,0,1,73459.4,12000.0,0,56930.14
18,1,Other,0,0,0.0,12000.0,1,10091.57
51,0,Asian,0,1,142649.8,0.0,0,111833.87
38,0,Black,0,1,111486.8,10000.0,0,80321.52
66,1,Hispanic,1,1,186759.7,0.0,0,146778.61
18,1,White,0,0,0.0,12000.0,1,11817.49
28,1,Asian,0,1,87395.5,10000.0,0,66958.61
58,0,Asian,0,1,223012.2,0.0,1,153181.01
18,1,Asian,1,1,57337.9,10000.0,0,45438.21
26,1,White,0,0,0.0,10000.0,0,8234.64
50,1,White,0,1,146873.0,12000.0,0,112553.12
18,1,Other,0,0,0.0,12000.0,0,13271.91
22,1,Black,0,0,0.0,10000.0,0,12778.22
18,0,Hispanic,0,0,0.0,10000.0,0,9874.36
18,0,Hispanic,0,1,58097.2,10000.0,0,43772.1
32,0,Hispanic,0,1,99188.4,0.0,0,73847.76
18,0,Asian,0,0,0.0,0.0,0,2525.02
18,0,Asian,0,0,0.0,0.0,0,2383.86
23,1,Black,0,1,74212.8,0.0,1,61490.36
26,0,Hispanic,0,1,82947.0,0.0,0,67506.32
18,0,Black,0,0,0.0,0.0,0,2409.6
30,0,White,0,0,0.0,5000.0,0,7442.48
23,0,Hispanic,0,0,0.0,0.0,0,2561.96
24,0,White,0,1,75734.8,0.0,0,59767.23
59,1,Other,0,1,171311.9,0.0,1,166199.62
23,1,Black,0,0,0.0,0.0,0,2520.61
30,1,Black,1,1,98813.4,0.0,0,77887.55
40,1,Hispanic,0,1,121831.7,0.0,0,94376.9
32,1,White,1,1,103450.3,0.0,0,78416.36
18,1,Hispanic,1,0,0.0,0.0,0,2623.38
18,1,White,0,1,64472.7,12000.0,0,52380.22
18,0,White,0,0,0.0,12000.0,0,10701.03
18,0,White,0,0,0.0,12000.0,0,15497.66
38,1,White,0,1,116962.2,1000.0,0,99907.35
20,1,White,0,0,0.0,0.0,0,2513.84
18,1,Other,1,0,0.0,12000.0,0,12106.15
18,1,White,0,1,65166.2,0.0,1,56674.64
36,0,Hispanic,0,1,110812.9,0.0,1,90412.19
19,0,White,0,0,0.0,12000.0,0,11384.65
42,0,Hispanic,0,1,133288.4,12000.0,0,95114.34
38,1,White,0,0,0.0,12000.0,0,9982.06
18,1,White,0,0,0.0,10000.0,0,13381.24
18,1,Hispanic,0,1,69693.2,0.0,0,54859.08
23,1,White,0,1,76999.0,5000.0,0,59665.83
21,0,Black,1,1,67277.6,10000.0,0,54390.85
70,1,Other,0,1,195198.4,1000.0,0,165031.6
18,1,Hispanic,1,0,0.0,12000.0,0,13123.24
70,0,White,0,1,194767.0,10000.0,0,146835.36
18,1,White,0,0,0.0,10000.0,0,12247.15
23,1,White,1,0,0.0,5000.0,0,7804.7
18,1,Asian,0,1,63265.1,0.0,1,47074.31
50,1,White,0,1,142135.5,0.0,0,102138.99
44,1,White,0,1,128500.4,10000.0,0,104357.11
26,0,Black,1,0,0.0,0.0,0,2594.06
18,1,White,1,0,0.0,12000.0,0,15390.54
37,0,White,1,1,107321.7,12000.0,0,88737.11
21,0,White,0,0,0.0,10000.0,0,12018.73
29,1,White,0,0,0.0,10000.0,0,6568.96
70,0,White,0,1,187659.2,0.0,1,160881.27
18,0,White,0,0,0.0,0.0,1,2815.79
26,1,White,0,0,0.0,10000.0,0,6218.2
18,0,White,1,1,74118.5,0.0,0,61406.64
66,1,Hispanic,0,1,187872.0,12000.0,0,160785.24
38,1,White,0,1,114679.1,12000.0,0,98478.98
50,0,Hispanic,0,1,142202.2,12000.0,0,114749.21
39,0,Hispanic,0,1,110741.5,12000.0,1,81202.2
19,1,White,1,1,62838.6,5000.0,0,52085.93
18,0,Black,1,0,0.0,1000.0,0,3030.47
18,0,Hispanic,1,1,61195.4,0.0,0,51212.27
35,1,Hispanic,1,0,0.0,0.0,0,2450.14
18,1,White,0,0,0.0,5000.0,1,6368.6
21,0,Other,0,0,0.0,0.0,0,2490.01
18,0,Black,0,0,0.0,5000.0,1,6998.54
18,0,Hispanic,1,0,0.0,0.0,1,3174.6
35,1,White,0,1,106432.1,5000.0,1,70579.89
18,1,Hispanic,0,1,67002.0,12000.0,0,49420.62
62,0,Hispanic,1,1,174519.9,10000.0,0,150528.09
66,0,Asian,0,1,178842.7,0.0,0,146200.72
30,1,Black,0,1,98481.2,0.0,1,93097.4
18,0,White,0,0,0.0,10000.0,0,7360.21
23,0,White,0,0,0.0,0.0,0,2400.65
32,1,White,0,1,155311.6,1000.0,0,122983.88
18,1,White,0,0,0.0,10000.0,0,10610.52
18,0,White,1,1,62875.0,10000.0,0,49551.46
31,1,White,0,1,99140.8,12000.0,0,75520.94
32,1,Asian,0,0,0.0,0.0,0,2969.25
25,1,Hispanic,1,0,0.0,0.0,1,2713.7
55,1,Other,0,1,162020.3,5000.0,1,140179.86
23,0,White,0,0,0.0,0.0,0,2649.45
18,1,Hispanic,0,0,0.0,10000.0,1,9003.03
44,0,White,1,1,125562.6,0.0,1,102048.02
65,0,White,0,0,0.0,0.0,1,2558.1
18,0,Other,0,1,53055.1,0.0,0,41271.73
47,0,White,0,1,137614.5,0.0,0,103264.41
34,0,Hispanic,0,1,106111.6,0.0,0,77491.72
18,1,White,0,0,0.0,5000.0,0,5880.61
18,1,Black,1,0,0.0,0.0,0,2751.63
67,0,Black,1,1,181052.4,5000.0,0,151106.15
18,0,Other,0,0,0.0,10000.0,0,7321.18
23,0,White,0,0,0.0,1000.0,0,3441.98
64,1,Black,0,1,177646.1,10000.0,1,132021.85
23,0,Hispanic,0,0,0.0,10000.0,0,7120.69
18,1,Hispanic,0,0,0.0,0.0,1,3048.01
62,1,Asian,0,1,179382.0,12000.0,0,134808.25
18,1,White,1,0,0.0,12000.0,1,13852.06
18,0,Black,0,0,0.0,10000.0,0,10919.73
61,0,Hispanic,0,1,177142.9,0.0,0,137305.19
18,1,Hispanic,1,0,0.0,0.0,0,2672.93
18,0,White,0,0,0.0,0.0,0,2666.37
29,1,Black,0,1,87361.6,0.0,1,73756.47
18,0,White,0,0,0.0,5000.0,0,5423.6
18,1,White,1,1,67073.9,0.0,1,46400.38
36,0,Black,0,1,99290.3,0.0,1,54489.62
50,1,Black,0,1,147487.0,10000.0,0,125990.96
33,0,White,0,1,95708.0,0.0,0,74418.47
18,0,White,0,0,0.0,0.0,0,2769.54
26,0,White,0,0,0.0,12000.0,0,15468.93
33,0,Asian,0,0,0.0,0.0,0,2554.5
64,0,Other,0,1,182055.6,0.0,0,131126.69
18,0,White,0,0,0.0,0.0,0,2288.29
18,0,Black,1,0,0.0,0.0,0,2277.21
46,1,White,1,1,132890.4,0.0,0,117088.41
59,0,White,1,0,0.0,10000.0,0,10459.85
22,1,Asian,0,0,0.0,0.0,0,2244.0
