age,is_male,race,ownes_house,employment_status,employment_income,non_employment_income
47,0,Black,0,1,132647.2,12000.0
19,1,Black,0,0,0.0,0.0
24,1,Hispanic,0,1,81401.5,9000.0
70,1,White,0,1,187659.5,12000.0
18,1,Asian,0,0,0.0,0.0
24,0,Hispanic,0,0,0.0,0.0
44,1,Asian,0,1,119554.0,12000.0
18,1,Hispanic,0,0,0.0,0.0
70,1,Black,0,1,187933.8,9000.0
39,0,Hispanic,1,1,108001.1,0.0
18,1,Black,1,1,64631.5,12000.0
29,0,Black,1,1,90451.1,1000.0
22,1,White,0,0,0.0,0.0
31,0,Black,0,1,94944.9,0.0
18,0,White,0,0,0.0,0.0
18,0,White,1,0,0.0,9000.0
18,1,White,0,0,0.0,0.0
18,1,Hispanic,0,0,0.0,9000.0
18,0,White,1,1,66663.5,0.0
18,1,Black,1,0,0.0,0.0
25,1,Asian,0,1,74967.1,0.0
22,1,White,0,1,66777.8,9000.0
26,0,Asian,0,0,0.0,0.0
40,0,White,1,1,112488.7,0.0
18,1,Black,0,0,0.0,0.0
54,0,White,1,1,142526.4,0.0
32,1,White,0,1,91872.0,0.0
33,1,Black,0,0,0.0,12000.0
42,0,Black,0,1,124429.1,9000.0
18,1,White,0,1,68054.2,0.0
58,1,Black,0,0,0.0,0.0
35,1,White,0,1,99583.8,12000.0
18,0,Hispanic,0,0,0.0,0.0
23,0,Other,1,0,0.0,0.0
18,1,Other,0,0,0.0,1000.0
33,1,Hispanic,0,0,0.0,1000.0
36,0,White,0,1,104304.3,0.0
18,1,Hispanic,0,0,0.0,5000.0
70,1,Other,0,1,187324.6,0.0
30,0,Black,0,0,0.0,9000.0
59,1,Hispanic,1,1,157500.8,12000.0
18,0,White,0,1,66754.5,0.0
18,0,Black,0,1,56754.8,0.0
18,1,White,1,0,0.0,0.0
29,1,Hispanic,1,1,85909.6,0.0
33,1,White,0,1,96904.9,12000.0
43,1,Asian,0,1,124041.7,0.0
46,1,Hispanic,0,1,124991.2,9000.0
18,0,White,0,1,63782.9,0.0
18,0,Asian,0,0,0.0,12000.0
70,0,White,0,1,184059.4,9000.0
18,1,White,0,1,59249.4,0.0
18,0,Asian,0,1,59285.2,0.0
18,1,Asian,1,1,61372.7,0.0
18,1,Black,0,1,61780.5,0.0
55,1,Hispanic,0,1,156206.7,0.0
33,0,White,1,0,0.0,0.0
38,0,White,0,1,107082.8,0.0
18,1,Asian,0,1,64501.5,0.0
31,0,Other,0,0,0.0,0.0
64,0,White,0,1,180400.0,1000.0
18,0,Hispanic,0,0,0.0,0.0
18,1,Black,0,0,0.0,12000.0
19,1,White,1,1,67464.9,9000.0
26,0,White,0,0,0.0,0.0
18,0,Other,0,1,65691.4,0.0
29,1,Hispanic,0,0,0.0,0.0
18,0,White,1,1,54830.2,9000.0
39,1,White,0,0,0.0,0.0
35,1,Asian,0,1,106163.1,0.0
58,1,Asian,0,0,0.0,9000.0
28,0,Black,1,0,0.0,0.0
18,0,Hispanic,0,0,0.0,0.0
18,1,White,0,0,0.0,0.0
18,1,White,0,1,61560.8,0.0
18,0,Asian,0,1,58627.6,0.0
70,0,White,1,1,191614.0,12000.0
18,0,Other,0,0,0.0,12000.0
18,0,Hispanic,1,1,59542.8,12000.0
24,1,Hispanic,1,0,0.0,0.0
18,0,Hispanic,0,0,0.0,0.0
32,0,White,0,0,0.0,0.0
22,0,Black,0,1,72598.3,12000.0
18,1,White,0,0,0.0,0.0
54,1,Black,0,0,0.0,12000.0
18,1,Asian,1,1,65583.5,9000.0
29,1,Asian,1,1,97935.6,0.0
19,0,Other,1,0,0.0,12000.0
36,1,White,1,1,111858.3,9000.0
41,0,White,0,1,113415.1,9000.0
19,0,White,0,0,0.0,0.0
52,1,Hispanic,0,1,148477.7,12000.0
28,0,Hispanic,0,1,85247.8,0.0
18,0,Asian,0,0,0.0,0.0
40,1,White,0,0,0.0,9000.0
18,0,White,0,0,0.0,5000.0
18,0,Black,1,0,0.0,9000.0
70,0,Black,0,1,186379.9,0.0
34,0,White,0,1,92841.7,0.0
18,1,White,0,0,0.0,12000.0
31,1,White,1,1,93994.9,0.0
28,0,Black,0,1,82844.4,9000.0
70,1,Hispanic,0,1,182352.5,9000.0
18,1,Hispanic,0,1,63402.4,0.0
70,1,Asian,0,1,190810.0,0.0
48,0,White,0,1,133339.8,9000.0
19,1,Asian,0,1,59804.5,5000.0
18,0,Hispanic,0,0,0.0,12000.0
18,1,White,1,1,67490.2,9000.0
18,0,Hispanic,1,0,0.0,5000.0
18,0,White,0,0,0.0,5000.0
38,1,White,1,1,108766.3,0.0
18,0,Hispanic,0,1,54883.2,12000.0
42,1,Asian,1,1,120201.6,0.0
18,1,Black,0,0,0.0,12000.0
18,0,Black,1,0,0.0,12000.0
18,1,White,1,0,0.0,0.0
22,1,Hispanic,0,1,75073.3,9000.0
18,1,Black,1,0,0.0,5000.0
30,0,Hispanic,0,1,95532.5,12000.0
26,0,White,0,0,0.0,0.0
18,0,Hispanic,0,1,59350.7,0.0
29,1,Asian,1,0,0.0,0.0
18,0,Hispanic,0,0,0.0,1000.0
24,1,White,0,0,0.0,0.0
41,0,Asian,1,1,115418.2,0.0
40,0,Hispanic,0,0,0.0,12000.0
40,1,White,0,1,120461.5,9000.0
22,1,Black,0,0,0.0,0.0
45,1,Hispanic,1,1,129197.2,0.0
48,1,White,0,1,131434.4,12000.0
28,1,White,0,0,0.0,0.0
18,1,Black,1,1,65711.1,5000.0
43,1,Asian,0,1,128511.6,5000.0
48,0,Black,0,1,131830.3,12000.0
46,1,Black,0,1,129423.0,12000.0
18,1,Asian,1,1,61062.5,9000.0
36,1,White,0,0,0.0,1000.0
18,1,White,0,1,59162.5,0.0
53,0,White,0,1,146327.6,1000.0
50,0,White,0,1,138769.3,12000.0
23,0,Hispanic,0,0,0.0,0.0
38,0,Hispanic,0,1,109872.5,9000.0
70,0,White,1,1,247148.6,9000.0
18,0,White,1,0,0.0,9000.0
47,1,White,0,1,132033.5,0.0
38,1,White,0,1,100209.2,9000.0
39,1,Hispanic,0,1,114013.7,0.0
18,0,Asian,0,0,0.0,9000.0
45,1,Asian,1,0,0.0,0.0
70,0,Hispanic,0,1,189685.4,1000.0
21,0,White,0,0,0.0,0.0
18,1,Hispanic,0,1,64764.3,12000.0
37,0,White,0,1,102267.0,0.0
62,0,Black,0,0,0.0,5000.0
24,0,White,0,1,74123.7,12000.0
18,0,Hispanic,0,0,0.0,9000.0
41,1,White,0,0,0.0,12000.0
59,0,Hispanic,0,1,164634.4,9000.0
18,0,Hispanic,0,0,0.0,0.0
18,1,White,1,1,60329.8,12000.0
18,1,White,1,1,56783.5,12000.0
31,0,White,0,1,92168.9,12000.0
18,1,White,0,1,61781.4,0.0
20,1,Hispanic,0,1,70663.5,12000.0
18,0,White,0,0,0.0,9000.0
21,1,Other,0,0,0.0,0.0
25,1,Hispanic,0,0,0.0,9000.0
22,0,Asian,0,0,0.0,0.0
24,1,Asian,0,1,76878.4,0.0
59,0,Black,0,0,0.0,0.0
44,0,White,0,1,133997.7,0.0
50,1,Other,1,1,142427.1,12000.0
54,1,Asian,0,1,219013.0,12000.0
18,1,White,0,0,0.0,0.0
18,1,Black,1,1,61114.6,12000.0
22,0,Other,1,0,0.0,1000.0
29,0,Hispanic,0,1,87295.8,0.0
32,1,Asian,1,1,90363.2,12000.0
38,0,Hispanic,0,1,119692.0,0.0
47,0,Black,0,1,130698.3,9000.0
24,1,Asian,0,1,78307.6,0.0
29,0,Black,1,1,83425.9,9000.0
19,0,White,0,1,64295.8,12000.0
26,1,Asian,1,0,0.0,12000.0
18,1,Asian,0,0,0.0,0.0
18,1,White,1,0,0.0,9000.0
32,1,Hispanic,0,0,0.0,12000.0
22,1,Black,0,1,76844.1,9000.0
27,0,Hispanic,1,0,0.0,0.0
48,1,Black,0,0,0.0,0.0
58,0,White,1,0,0.0,0.0
23,1,White,0,1,74154.0,0.0
18,1,Hispanic,0,1,59473.2,5000.0
36,0,White,0,1,104261.7,0.0
40,1,White,0,1,115109.0,0.0
41,1,Black,0,1,106899.3,0.0
58,1,White,0,1,155126.9,0.0
40,1,White,0,1,110184.0,0.0
59,0,Asian,0,1,217633.2,1000.0
21,0,Hispanic,1,0,0.0,0.0
56,0,Black,1,0,0.0,5000.0
18,0,White,0,0,0.0,0.0
44,1,Black,0,1,123694.0,0.0
31,1,White,0,1,93047.1,9000.0
40,1,White,0,1,111507.6,0.0
18,1,Hispanic,0,1,69627.3,0.0
18,0,Hispanic,0,1,59623.2,0.0
18,1,White,0,0,0.0,0.0
18,1,White,0,1,70364.1,0.0
18,1,Hispanic,1,1,54662.7,0.0
19,1,Hispanic,1,1,71624.6,0.0
29,0,Asian,0,0,0.0,0.0
68,0,White,1,1,184097.3,0.0
34,1,Asian,0,0,0.0,12000.0
39,1,White,1,1,117910.3,12000.0
18,1,Asian,0,1,60881.7,1000.0
63,1,Hispanic,0,0,0.0,12000.0
18,0,Hispanic,1,0,0.0,12000.0
23,1,Asian,1,1,69040.4,9000.0
68,1,Asian,0,1,182028.1,9000.0
70,0,Black,0,1,185492.1,12000.0
18,0,Black,0,0,0.0,0.0
64,1,White,0,1,167449.5,9000.0
18,0,Other,0,1,63995.0,0.0
18,1,Asian,1,0,0.0,12000.0
51,0,Asian,0,1,144182.4,0.0
20,1,Asian,1,1,63288.2,0.0
36,1,Asian,1,1,104007.7,12000.0
25,0,Asian,0,0,0.0,0.0
22,0,White,0,1,65805.1,9000.0
18,1,Black,1,0,0.0,0.0
48,0,Hispanic,0,1,137918.4,0.0
36,0,White,1,1,153333.3,9000.0
40,0,Black,0,1,110883.9,9000.0
18,0,Black,0,0,0.0,0.0
18,1,Black,0,0,0.0,9000.0
18,0,White,0,0,0.0,9000.0
59,0,Asian,1,1,159965.5,0.0
18,1,White,0,1,65261.9,9000.0
46,0,White,0,1,127301.8,9000.0
37,1,Asian,0,1,105223.3,0.0
20,0,Black,0,1,69414.5,9000.0
28,0,Black,0,1,88106.2,1000.0
18,0,White,0,0,0.0,0.0
26,0,White,1,1,84171.9,0.0
21,1,Hispanic,0,1,70846.3,9000.0
18,0,White,1,1,55123.3,9000.0
47,0,Asian,0,1,131244.8,9000.0
52,1,Hispanic,0,1,148996.1,9000.0
24,1,Black,0,0,0.0,0.0
43,1,Asian,0,1,123389.1,0.0
18,0,Black,0,1,65688.2,9000.0
23,0,Hispanic,1,0,0.0,9000.0
18,1,Other,0,0,0.0,0.0
18,0,White,0,1,58944.8,12000.0
18,1,White,0,0,0.0,0.0
33,0,Other,0,0,0.0,0.0
28,1,Hispanic,0,0,0.0,0.0
41,1,White,0,1,120496.4,12000.0
24,1,White,0,1,69907.5,0.0
33,1,White,1,1,96982.9,0.0
39,1,White,0,1,109765.8,1000.0
18,1,White,0,0,0.0,9000.0
44,0,Black,0,1,181603.0,9000.0
53,1,Hispanic,0,1,152958.8,5000.0
32,0,Asian,1,1,96184.1,9000.0
62,1,Asian,1,1,175362.7,5000.0
18,0,White,0,0,0.0,0.0
18,1,Asian,1,0,0.0,12000.0
38,1,Other,0,0,0.0,9000.0
18,1,White,1,1,63630.7,0.0
19,1,Hispanic,0,0,0.0,9000.0
20,1,Black,0,0,0.0,0.0
18,0,Black,1,1,59207.4,0.0
38,1,White,1,1,104169.8,9000.0
29,0,White,0,1,84200.0,0.0
30,0,Other,0,0,0.0,0.0
52,0,White,0,1,139883.8,0.0
18,0,White,0,0,0.0,0.0
18,0,White,0,1,63127.6,0.0
18,0,Asian,0,0,0.0,12000.0
18,1,White,0,0,0.0,0.0
70,1,Black,1,1,182187.6,9000.0
31,0,Hispanic,1,1,83791.0,9000.0
45,1,White,0,1,129635.0,0.0
18,1,Other,0,1,61228.8,12000.0
18,0,Asian,0,0,0.0,12000.0
18,0,Hispanic,0,0,0.0,0.0
18,0,Black,0,1,67552.0,0.0
26,0,White,0,0,0.0,12000.0
55,1,White,0,1,142936.1,9000.0
18,1,White,0,1,63096.2,5000.0
32,0,Asian,0,0,0.0,0.0
23,0,Asian,0,0,0.0,9000.0
70,1,White,0,0,0.0,0.0
18,0,Asian,0,1,59233.6,0.0
44,1,Hispanic,0,1,129870.5,0.0
18,1,White,0,1,58810.6,0.0
18,0,White,0,1,62104.2,12000.0
18,0,White,1,0,0.0,12000.0
24,0,Hispanic,0,0,0.0,12000.0
18,0,White,0,0,0.0,0.0
18,0,Asian,1,0,0.0,0.0
58,1,White,0,1,154992.2,9000.0
18,1,Black,1,0,0.0,12000.0
30,1,White,1,1,98527.0,5000.0
18,1,White,1,0,0.0,0.0
18,1,White,0,1,71224.0,0.0
26,1,Other,0,0,0.0,0.0
18,1,White,1,0,0.0,0.0
68,0,White,0,1,182819.1,0.0
27,0,Hispanic,0,1,85343.1,0.0
18,1,White,1,1,60323.8,0.0
18,1,Black,0,1,62966.1,1000.0
26,1,Black,0,0,0.0,0.0
18,1,White,0,1,63481.8,0.0
18,1,White,0,1,59425.7,0.0
18,1,Asian,1,1,60766.1,0.0
25,0,Asian,0,1,76932.5,12000.0
18,1,Asian,0,1,65611.0,0.0
65,1,Hispanic,0,1,170910.8,5000.0
29,0,White,0,0,0.0,9000.0
30,1,Asian,1,1,93824.1,12000.0
18,1,White,0,0,0.0,0.0
18,1,White,0,1,63655.5,0.0
32,1,White,1,0,0.0,0.0
51,0,Black,0,1,137744.4,12000.0
30,0,Black,0,1,92274.3,9000.0
31,1,White,0,0,0.0,9000.0
52,1,White,0,1,140587.1,12000.0
18,1,Hispanic,1,0,0.0,0.0
45,0,Hispanic,1,1,125387.8,0.0
49,1,Black,0,1,139210.5,9000.0
45,1,Black,0,1,125116.8,0.0
35,0,Asian,0,1,107302.7,9000.0
18,0,Asian,0,0,0.0,9000.0
27,1,White,0,0,0.0,0.0
27,0,Black,0,0,0.0,0.0
18,0,White,1,0,0.0,12000.0
25,0,White,0,0,0.0,0.0
22,1,Asian,0,0,0.0,0.0
18,1,Other,1,1,58490.3,9000.0
25,0,Hispanic,0,0,0.0,0.0
33,1,White,0,1,97085.6,9000.0
18,1,Hispanic,0,1,62118.5,0.0
23,0,White,0,0,0.0,12000.0
44,1,Black,1,0,0.0,5000.0
53,1,Hispanic,0,0,0.0,12000.0
18,0,Black,0,1,59281.6,9000.0
28,1,White,1,0,0.0,0.0
45,1,Black,1,1,127204.1,0.0
18,1,White,0,0,0.0,1000.0
18,0,Hispanic,1,0,0.0,9000.0
55,1,White,0,1,148971.4,1000.0
18,0,Black,0,1,67531.3,0.0
18,0,White,1,1,64865.4,0.0
18,0,Other,1,1,59495.3,0.0
18,1,White,0,1,58326.7,12000.0
18,0,Black,0,0,0.0,9000.0
20,0,White,0,0,0.0,12000.0
18,0,Black,1,1,63462.9,0.0
20,0,White,0,0,0.0,9000.0
18,1,White,1,0,0.0,1000.0
18,1,White,0,1,60094.8,9000.0
18,0,White,0,0,0.0,0.0
18,1,Black,0,0,0.0,0.0
70,1,Hispanic,1,1,192683.1,0.0
18,1,Hispanic,1,0,0.0,12000.0
26,0,Hispanic,0,1,77541.2,0.0
18,1,Hispanic,0,1,67371.5,0.0
18,0,Black,1,0,0.0,12000.0
25,0,Asian,1,0,0.0,0.0
18,0,Hispanic,0,1,65155.7,12000.0
54,0,Black,0,1,145529.4,9000.0
24,1,Black,1,1,74516.2,9000.0
26,1,Hispanic,0,0,0.0,9000.0
33,1,White,1,0,0.0,0.0
20,0,White,0,0,0.0,0.0
70,1,White,1,1,186052.5,0.0
18,0,White,1,1,55561.3,12000.0
18,1,Hispanic,0,0,0.0,9000.0
21,1,White,0,1,68714.3,0.0
40,1,Black,1,1,114487.6,0.0
18,1,Asian,0,0,0.0,0.0
31,0,White,1,0,0.0,1000.0
48,0,Black,0,1,136329.6,9000.0
18,1,White,0,1,60570.2,0.0
18,1,Hispanic,0,0,0.0,0.0
53,1,Black,0,1,147565.1,9000.0
22,1,Asian,0,1,73950.2,12000.0
24,1,White,1,0,0.0,0.0
22,0,Other,0,1,71940.7,0.0
70,0,Hispanic,1,0,0.0,12000.0
18,1,White,0,0,0.0,12000.0
63,0,Hispanic,1,1,170585.9,0.0
18,0,White,0,0,0.0,5000.0
18,0,Asian,0,1,60442.5,0.0
18,1,Hispanic,1,0,0.0,0.0
18,1,Hispanic,0,1,60786.3,9000.0
26,1,Hispanic,0,1,86774.3,12000.0
23,0,White,0,0,0.0,9000.0
18,1,White,0,1,68112.5,0.0
24,1,Black,0,1,77532.4,0.0
18,1,White,0,0,0.0,0.0
53,0,White,0,1,200938.5,0.0
51,1,Black,1,1,142858.5,0.0
67,0,Asian,1,1,182074.4,0.0
70,0,White,0,0,0.0,9000.0
41,0,White,0,1,115916.6,0.0
31,0,White,0,0,0.0,0.0
27,0,White,1,0,0.0,0.0
18,1,Black,0,0,0.0,0.0
27,0,White,0,0,0.0,0.0
30,1,Black,1,0,0.0,0.0
18,1,White,0,1,62191.6,0.0
21,0,Black,0,0,0.0,12000.0
40,0,Hispanic,0,1,118982.8,0.0
18,0,Black,1,0,0.0,1000.0
33,1,White,0,0,0.0,0.0
18,1,Hispanic,0,1,57648.2,12000.0
18,1,Asian,0,1,61209.3,12000.0
25,1,White,0,1,79476.8,1000.0
24,0,Black,0,1,69582.8,1000.0
18,1,White,0,1,65714.8,9000.0
28,0,White,1,1,80405.0,9000.0
29,1,Hispanic,0,1,92506.1,12000.0
18,1,White,0,0,0.0,0.0
18,0,Asian,0,1,55997.4,12000.0
70,1,Hispanic,0,1,188522.2,0.0
23,1,Asian,0,1,75149.0,0.0
37,0,White,0,1,111953.9,1000.0
18,1,Asian,0,0,0.0,0.0
25,1,Other,0,1,73206.2,1000.0
18,1,White,1,0,0.0,1000.0
34,1,Black,1,1,101023.9,5000.0
18,0,Black,0,0,0.0,0.0
27,1,Hispanic,0,1,82028.0,0.0
25,1,Black,0,1,74065.2,0.0
41,1,Other,0,0,0.0,12000.0
56,1,White,1,1,155094.8,12000.0
52,1,White,0,0,0.0,0.0
38,0,Black,0,1,112151.8,0.0
23,0,Black,0,0,0.0,0.0
18,1,White,0,1,59946.0,9000.0
37,1,Black,1,1,109458.1,0.0
18,1,White,0,0,0.0,9000.0
25,0,Asian,0,0,0.0,0.0
43,1,Other,1,0,0.0,9000.0
33,1,Hispanic,0,1,101484.8,9000.0
70,0,Other,1,1,181208.9,12000.0
29,1,Asian,1,1,87418.5,0.0
23,1,Asian,1,1,78531.6,9000.0
37,0,White,1,1,105400.5,0.0
21,0,White,0,0,0.0,0.0
18,0,White,0,1,59720.9,5000.0
18,0,Asian,0,0,0.0,12000.0
38,0,White,1,1,102902.4,0.0
26,1,Black,0,0,0.0,12000.0
31,1,Other,0,1,98162.3,9000.0
62,0,Asian,0,1,163788.0,0.0
67,1,White,1,1,177206.0,0.0
22,0,Other,1,1,74119.7,9000.0
29,1,Hispanic,1,1,90503.2,12000.0
18,1,Asian,0,0,0.0,9000.0
42,1,White,1,1,119706.9,12000.0
18,1,Other,1,1,63629.2,12000.0
18,1,White,1,1,57710.5,0.0
18,1,Black,0,0,0.0,0.0
34,0,Hispanic,0,0,0.0,0.0
26,0,White,1,1,79117.0,0.0
29,1,White,0,0,0.0,9000.0
27,0,Hispanic,0,1,77004.2,12000.0
18,0,Asian,0,0,0.0,0.0
18,0,White,0,0,0.0,0.0
23,0,White,0,0,0.0,9000.0
46,0,Hispanic,0,1,128864.8,12000.0
55,1,White,1,1,149320.5,9000.0
36,0,Asian,0,1,156615.7,0.0
70,0,Black,0,1,187175.0,5000.0
31,1,Hispanic,0,0,0.0,1000.0
56,1,Asian,0,1,152582.9,12000.0
18,0,Asian,0,0,0.0,0.0
18,1,White,0,0,0.0,9000.0
47,1,Asian,1,0,0.0,12000.0
18,0,White,1,0,0.0,9000.0
70,0,White,1,1,181513.4,9000.0
18,0,White,0,0,0.0,0.0
28,1,Hispanic,1,1,92076.4,0.0
18,1,White,0,0,0.0,0.0
18,1,White,0,1,63523.0,12000.0
18,0,Black,0,1,61414.6,5000.0
25,0,Hispanic,0,1,73788.9,9000.0
41,0,Asian,1,1,118121.6,12000.0
18,0,Asian,0,0,0.0,0.0
52,0,White,1,1,144374.0,9000.0
61,0,White,0,1,160936.8,12000.0
28,0,White,0,1,81062.4,1000.0
27,1,Hispanic,0,1,83948.1,9000.0
69,0,White,1,1,187068.1,0.0
28,0,White,0,1,85679.0,0.0
18,0,Hispanic,0,1,55941.1,0.0
29,0,Black,0,0,0.0,12000.0
22,1,Other,0,0,0.0,5000.0
29,0,Black,1,1,97351.8,0.0
18,1,Hispanic,1,1,65622.4,0.0
25,1,Black,0,1,80989.5,12000.0
28,1,Asian,0,0,0.0,9000.0
18,1,Hispanic,0,0,0.0,9000.0
18,1,White,0,0,0.0,5000.0
18,1,Black,0,1,63703.0,0.0
18,0,White,0,1,56849.6,0.0
64,0,Hispanic,0,1,227943.2,0.0
18,1,White,0,0,0.0,0.0
44,1,White,0,1,121161.9,9000.0
18,0,White,0,0,0.0,0.0
18,0,White,0,0,0.0,9000.0
41,0,Hispanic,0,1,119832.2,0.0
32,0,Asian,0,1,108407.0,1000.0
18,0,Asian,0,0,0.0,12000.0
50,0,White,0,1,140686.7,9000.0
39,1,White,0,1,114314.9,12000.0
18,1,Black,0,1,63111.2,12000.0
70,0,White,1,1,193022.3,0.0
18,1,Asian,0,0,0.0,9000.0
62,1,White,0,1,168018.9,0.0
18,1,Other,1,0,0.0,5000.0
18,1,White,0,0,0.0,0.0
30,1,White,0,0,0.0,0.0
18,1,Asian,1,1,62605.1,12000.0
64,1,Asian,1,1,179788.3,12000.0
35,0,Asian,0,1,102657.6,5000.0
27,0,Asian,0,1,83564.8,9000.0
18,1,Hispanic,0,1,62927.3,12000.0
18,1,White,0,1,64676.1,0.0
18,1,Black,0,0,0.0,12000.0
60,0,White,0,1,157114.2,0.0
18,0,White,0,0,0.0,9000.0
26,1,White,0,0,0.0,0.0
47,0,White,0,1,130474.1,0.0
24,0,Hispanic,0,0,0.0,1000.0
18,1,Asian,0,1,66092.3,12000.0
70,1,White,1,0,0.0,0.0
32,1,Black,0,0,0.0,9000.0
60,1,Other,0,1,166300.2,0.0
18,1,Hispanic,0,0,0.0,0.0
18,0,White,1,0,0.0,0.0
64,0,Black,0,1,171076.3,12000.0
33,1,White,0,1,107645.8,9000.0
29,0,White,1,0,0.0,0.0
46,1,Hispanic,1,1,128550.7,12000.0
21,1,Asian,0,0,0.0,0.0
19,1,Hispanic,0,1,64154.4,12000.0
54,1,Hispanic,0,1,150209.7,1000.0
31,0,Hispanic,0,0,0.0,12000.0
24,1,Hispanic,0,0,0.0,0.0
19,1,Hispanic,0,0,0.0,1000.0
18,1,White,1,0,0.0,9000.0
22,1,Hispanic,1,1,75755.5,9000.0
39,0,White,1,1,114338.9,1000.0
18,1,White,0,0,0.0,0.0
18,1,Black,1,0,0.0,0.0
36,1,Black,1,1,102716.7,0.0
45,1,White,0,1,125886.7,12000.0
27,1,Asian,1,1,85251.0,12000.0
31,0,Asian,1,1,91692.1,0.0
21,0,Hispanic,0,1,68631.1,1000.0
68,1,Hispanic,0,1,175687.6,12000.0
21,1,Asian,0,0,0.0,0.0
18,1,White,0,1,60137.2,0.0
41,1,Black,1,0,0.0,0.0
19,1,Hispanic,0,0,0.0,9000.0
18,0,Hispanic,0,1,62786.2,5000.0
18,0,Black,1,1,64593.3,0.0
18,1,Black,0,1,56792.8,9000.0
18,0,White,0,0,0.0,12000.0
18,0,Hispanic,0,1,64133.9,9000.0
54,1,Black,1,1,148242.9,0.0
18,1,White,1,0,0.0,0.0
24,1,White,0,1,74287.5,0.0
43,0,Black,0,1,120860.2,0.0
32,1,White,1,1,90654.8,0.0
19,1,Asian,1,1,59815.5,9000.0
18,0,Black,0,1,61586.3,9000.0
70,1,White,0,1,242624.6,12000.0
22,1,Black,1,1,74861.8,0.0
18,0,White,0,0,0.0,9000.0
70,1,White,0,1,190967.5,9000.0
18,1,White,1,0,0.0,0.0
69,0,Black,0,1,182749.7,12000.0
55,0,White,0,0,0.0,9000.0
20,0,Black,1,0,0.0,0.0
18,1,White,0,1,65442.3,0.0
24,0,Asian,0,1,75398.8,0.0
18,0,White,0,1,62670.0,1000.0
18,1,White,1,1,54963.2,0.0
25,1,Asian,0,1,80842.9,0.0
18,0,Black,0,1,58174.1,0.0
18,0,Asian,1,0,0.0,0.0
22,1,White,0,0,0.0,0.0
18,1,Black,1,0,0.0,9000.0
29,0,Black,0,0,0.0,12000.0
19,1,Black,1,0,0.0,9000.0
21,1,Black,1,0,0.0,0.0
18,1,Asian,1,0,0.0,9000.0
32,0,White,0,1,97833.7,5000.0
18,1,Black,0,1,63663.5,12000.0
18,1,White,1,0,0.0,9000.0
42,0,Hispanic,0,1,123450.6,0.0
18,0,White,0,0,0.0,0.0
43,1,White,0,1,178240.9,1000.0
18,1,Hispanic,0,0,0.0,0.0
70,1,White,0,1,188643.9,12000.0
57,0,White,0,1,208761.0,9000.0
19,1,Asian,0,0,0.0,9000.0
62,1,Asian,1,0,0.0,0.0
21,1,White,0,1,69993.8,12000.0
30,1,Asian,0,1,91866.6,5000.0
18,1,Other,0,0,0.0,0.0
18,1,White,1,1,62830.1,5000.0
18,1,Black,0,1,59883.5,0.0
18,1,Black,1,0,0.0,0.0
41,0,Hispanic,0,1,110778.6,12000.0
35,1,Black,1,1,104955.6,0.0
23,0,White,1,0,0.0,12000.0
43,0,Asian,0,1,119389.5,0.0
18,0,Asian,0,0,0.0,9000.0
21,1,Black,0,0,0.0,0.0
70,0,White,1,1,184162.1,0.0
18,1,Asian,0,1,65230.4,0.0
18,0,Black,1,0,0.0,0.0
18,0,Other,0,0,0.0,9000.0
41,1,Hispanic,0,1,113746.9,0.0
65,0,Black,1,1,174531.3,0.0
24,0,Hispanic,1,0,0.0,9000.0
29,1,White,1,1,81604.5,0.0
70,0,Hispanic,0,0,0.0,0.0
18,1,White,1,0,0.0,12000.0
18,1,White,0,0,0.0,0.0
49,1,Hispanic,0,1,137372.2,0.0
18,1,Black,0,0,0.0,5000.0
18,0,White,0,1,59561.8,0.0
41,1,Hispanic,0,1,119943.6,0.0
19,1,Black,0,1,68598.3,9000.0
65,1,Black,0,1,173617.3,5000.0
18,0,Hispanic,0,0,0.0,0.0
30,0,Hispanic,0,0,0.0,1000.0
51,1,Asian,1,1,138462.6,12000.0
18,0,White,1,0,0.0,0.0
51,1,Asian,0,1,143625.6,12000.0
18,1,Black,0,0,0.0,0.0
18,1,White,0,0,0.0,0.0
60,1,White,0,1,159700.7,0.0
44,0,White,1,1,119789.2,12000.0
24,1,White,1,0,0.0,9000.0
18,0,Black,0,0,0.0,12000.0
46,1,Black,1,1,139256.5,9000.0
24,0,White,0,0,0.0,1000.0
18,1,Black,0,1,67221.9,0.0
66,1,White,0,1,177328.2,0.0
70,0,White,0,1,238688.7,9000.0
18,1,Hispanic,0,0,0.0,0.0
22,0,Hispanic,0,0,0.0,0.0
18,0,White,0,1,60355.7,0.0
45,1,White,0,1,131211.5,0.0
29,0,White,0,0,0.0,9000.0
18,0,White,0,1,63281.0,12000.0
47,0,Black,1,1,131514.5,0.0
18,0,White,0,0,0.0,12000.0
56,1,White,0,1,206861.4,0.0
18,1,Hispanic,0,0,0.0,12000.0
26,0,White,1,1,79996.8,0.0
44,0,Hispanic,1,1,117932.6,0.0
18,1,Black,0,0,0.0,0.0
18,0,White,0,0,0.0,0.0
18,1,Asian,0,0,0.0,0.0
48,0,Asian,0,0,0.0,12000.0
43,0,White,0,1,126615.6,0.0
67,0,Hispanic,0,1,177095.4,0.0
43,0,Hispanic,0,1,117053.3,12000.0
19,1,White,0,0,0.0,9000.0
18,0,White,0,0,0.0,0.0
27,0,White,1,1,79324.6,0.0
