age,is_male,race,ownes_house,employment_status,employment_income,non_employment_income,treatment,expenditure
32,0,Asian,0,1,91890.9,1000.0,0,63624.57
41,1,White,0,0,0.0,0.0,1,3270.39
59,0,Asian,0,1,157069.9,0.0,1,120531.32
30,1,Asian,0,1,94082.6,0.0,1,69995.11
23,1,White,0,0,0.0,9000.0,0,8609.3
18,1,Asian,1,0,0.0,1000.0,0,2986.29
18,1,Hispanic,0,1,61582.2,12000.0,1,51562.06
31,1,White,0,1,92988.5,12000.0,0,72717.25
21,0,White,1,0,0.0,0.0,0,2721.04
38,0,Hispanic,0,1,112457.0,12000.0,0,87893.98
18,0,Black,1,0,0.0,9000.0,0,8685.31
38,1,White,1,1,114382.9,0.0,0,79623.16
21,1,White,1,1,72981.1,1000.0,0,52712.57
26,0,Hispanic,1,1,80616.8,12000.0,1,72797.75
18,1,Hispanic,0,1,60954.3,9000.0,0,45676.93
23,0,White,1,1,62100.5,5000.0,0,45789.4
18,1,Asian,0,0,0.0,0.0,0,2356.97
52,0,Asian,0,1,140159.4,12000.0,0,107880.49
21,0,Hispanic,0,0,0.0,9000.0,0,9801.87
39,0,Asian,1,1,117401.4,1000.0,0,72608.78
18,1,White,1,0,0.0,12000.0,0,11507.91
34,1,White,0,0,0.0,0.0,0,2646.12
37,0,Hispanic,1,1,109484.4,9000.0,0,82246.86
52,0,White,1,1,144086.2,9000.0,0,116230.32
18,1,Hispanic,1,1,59994.4,12000.0,0,44492.46
18,1,Asian,0,1,55757.8,9000.0,0,38877.4
22,1,Black,0,0,0.0,9000.0,0,11276.53
70,0,Hispanic,1,1,184319.3,0.0,0,122868.18
18,1,Black,0,0,0.0,12000.0,1,12691.22
18,0,Asian,0,1,60295.4,0.0,0,39294.29
18,0,White,0,0,0.0,0.0,0,2643.51
43,1,Black,0,1,123702.1,0.0,0,89389.67
18,1,Hispanic,0,1,66129.6,9000.0,1,63128.13
20,1,Black,1,1,70801.9,0.0,1,44492.95
29,1,White,1,0,0.0,12000.0,0,11977.49
31,0,White,0,0,0.0,12000.0,0,14516.81
25,0,Asian,1,1,80247.3,9000.0,0,62683.57
18,0,Hispanic,0,0,0.0,9000.0,0,7811.46
18,0,Black,0,1,63236.4,0.0,0,47053.5
18,1,Asian,0,0,0.0,0.0,1,3486.29
18,1,White,0,0,0.0,0.0,0,2503.68
44,0,White,1,1,128533.8,12000.0,1,87267.74
44,0,Other,0,1,115948.9,0.0,0,94278.29
26,0,White,0,1,85938.4,0.0,0,60368.67
18,1,Asian,0,1,68075.9,12000.0,0,50618.42
18,1,Hispanic,0,0,0.0,0.0,0,2604.04
18,0,Black,1,1,62686.1,5000.0,0,44042.52
47,1,Black,1,1,132803.8,5000.0,0,91872.04
18,0,Asian,1,0,0.0,5000.0,0,6377.32
23,1,Black,1,1,73585.0,12000.0,0,54044.29
26,1,White,1,1,77679.6,0.0,0,52836.38
18,1,Hispanic,0,0,0.0,0.0,0,2663.3
18,1,Hispanic,1,0,0.0,9000.0,0,9446.6
18,1,White,1,0,0.0,9000.0,0,11484.07
70,1,White,1,1,189214.5,0.0,0,122222.15
36,1,White,1,1,105038.1,12000.0,1,76709.38
28,1,Other,0,0,0.0,0.0,1,3075.48
18,1,White,0,0,0.0,5000.0,0,7313.61
18,0,White,0,1,58293.4,0.0,0,40860.46
18,1,Hispanic,0,0,0.0,12000.0,0,11985.99
57,1,White,1,1,156333.5,12000.0,0,115719.67
26,1,Other,0,1,77719.4,5000.0,0,57430.35
44,1,White,1,1,120351.9,12000.0,1,86823.38
39,0,Black,0,1,107698.4,12000.0,0,79543.12
25,0,White,1,0,0.0,9000.0,0,7479.45
33,1,Asian,0,1,97714.0,0.0,0,65170.53
21,0,White,0,0,0.0,0.0,1,3023.84
18,0,Hispanic,0,0,0.0,0.0,0,2536.91
18,0,White,0,1,55186.7,0.0,0,34232.89
18,1,White,0,0,0.0,0.0,0,2515.23
21,1,Hispanic,0,1,65293.2,12000.0,1,61787.0
43,1,Asian,0,1,122847.0,0.0,0,79745.13
18,0,Black,0,1,54200.9,9000.0,0,44510.27
31,0,White,0,1,90573.7,0.0,0,64988.45
18,1,Hispanic,0,1,59909.0,9000.0,0,43897.28
25,1,Asian,0,0,0.0,0.0,0,2421.26
70,0,Black,0,1,186584.6,12000.0,0,117558.59
22,0,Asian,0,1,74473.0,0.0,0,54414.03
18,1,Hispanic,0,1,59476.0,12000.0,1,50409.25
41,0,Hispanic,1,1,106887.0,0.0,0,73250.23
18,1,Hispanic,1,0,0.0,0.0,0,2673.12
32,0,White,1,1,98459.9,0.0,0,69119.89
18,1,Black,0,0,0.0,9000.0,0,8695.76
33,0,White,0,1,101292.9,0.0,1,88288.9
30,1,White,0,0,0.0,0.0,0,2425.71
18,1,Asian,1,0,0.0,0.0,1,2831.7
18,0,Asian,0,1,61195.0,0.0,1,51995.96
31,0,Asian,1,0,0.0,0.0,1,3336.12
70,1,White,0,1,184174.4,12000.0,0,138384.41
18,1,White,0,0,0.0,0.0,0,2484.58
18,1,Hispanic,0,0,0.0,9000.0,0,12095.42
18,0,White,0,1,66457.5,0.0,0,45966.78
18,0,White,0,1,56381.0,12000.0,1,47391.55
18,1,Hispanic,0,1,63039.7,9000.0,0,42853.74
43,0,Black,0,1,113290.0,0.0,0,78910.57
51,0,White,0,1,149609.1,0.0,0,105154.27
18,0,Other,0,1,59192.1,9000.0,0,47360.64
30,0,White,0,0,0.0,5000.0,1,7353.51
18,0,Asian,0,1,61403.7,12000.0,1,55733.29
24,1,White,0,1,79007.8,0.0,0,56100.12
18,1,White,0,1,61219.2,0.0,0,43406.72
50,1,Asian,0,1,146255.2,0.0,0,88458.75
18,0,Other,0,0,0.0,0.0,0,2508.31
63,0,White,0,0,0.0,9000.0,0,11122.81
32,1,Other,0,0,0.0,0.0,1,2923.9
25,1,Hispanic,1,1,77157.6,5000.0,0,50949.61
18,1,White,0,0,0.0,9000.0,1,8885.63
31,0,White,1,1,89892.9,0.0,0,60574.83
36,1,White,1,0,0.0,12000.0,1,11842.27
18,0,White,1,1,58732.1,0.0,0,44144.37
18,1,Hispanic,0,1,61968.2,1000.0,1,54726.08
44,1,White,1,1,123899.6,12000.0,0,71340.16
18,1,Black,0,0,0.0,9000.0,0,11433.35
21,1,White,0,1,68108.7,1000.0,0,44178.3
36,0,White,0,1,99727.6,5000.0,0,72103.31
47,1,Black,0,1,130397.0,0.0,1,94697.19
37,1,White,0,1,109406.6,5000.0,0,75309.67
18,0,White,0,0,0.0,0.0,0,2671.37
24,0,Hispanic,1,0,0.0,9000.0,0,8539.87
18,1,Asian,0,0,0.0,0.0,1,3089.86
18,1,Asian,1,1,62879.6,12000.0,0,47278.71
18,1,White,0,0,0.0,12000.0,0,15601.2
18,1,White,0,1,59893.7,0.0,0,42870.07
19,0,White,0,1,63509.2,0.0,0,42066.61
18,1,White,0,0,0.0,9000.0,0,9326.68
18,1,White,0,0,0.0,12000.0,0,14033.69
59,1,Asian,1,1,162634.9,0.0,0,108946.68
37,0,Hispanic,0,1,107912.8,5000.0,0,74354.44
28,1,Hispanic,0,0,0.0,0.0,0,2361.62
56,1,White,1,0,0.0,12000.0,0,9017.94
18,1,White,0,0,0.0,0.0,0,2409.91
70,0,Hispanic,1,1,184633.9,0.0,0,129053.03
47,1,White,0,0,0.0,0.0,0,2325.99
18,0,White,1,0,0.0,1000.0,1,3335.63
26,0,Hispanic,0,1,84111.9,9000.0,1,73565.42
18,1,White,0,0,0.0,9000.0,0,11027.51
18,0,White,0,0,0.0,0.0,1,2858.56
18,0,Black,0,1,66597.5,0.0,0,48766.33
18,1,White,0,1,62766.7,12000.0,0,43886.8
58,0,White,0,1,153871.8,0.0,1,99379.53
40,1,White,0,0,0.0,5000.0,0,7209.05
70,0,White,1,1,187994.7,0.0,0,131085.48
26,0,Other,0,0,0.0,0.0,0,2355.27
22,0,White,0,1,66402.3,5000.0,0,42598.68
18,1,White,0,0,0.0,0.0,1,3269.36
48,0,Asian,0,1,125698.3,0.0,0,83797.45
18,0,Black,0,0,0.0,9000.0,0,7832.77
18,1,White,1,1,62979.6,0.0,1,49082.19
26,1,Black,0,0,0.0,9000.0,0,6555.1
34,1,Asian,0,1,99012.5,9000.0,1,92677.91
44,0,Asian,0,1,112435.8,0.0,0,85258.24
25,0,Asian,0,0,0.0,5000.0,0,6654.95
63,0,Asian,1,1,163543.9,0.0,0,124308.4
54,0,White,1,1,154076.2,12000.0,0,116710.93
70,1,Asian,0,1,195375.1,5000.0,0,129834.53
18,1,Hispanic,0,0,0.0,12000.0,0,11399.75
18,1,White,0,0,0.0,0.0,0,2336.47
18,1,Asian,0,0,0.0,9000.0,0,10036.21
43,1,White,1,1,117038.3,12000.0,0,84536.61
18,1,White,0,1,60775.5,12000.0,0,42292.01
33,1,White,0,0,0.0,0.0,0,2232.77
27,0,Black,0,1,86971.5,5000.0,0,50453.48
28,0,White,1,1,82820.9,0.0,0,56391.1
18,1,Asian,0,1,68286.1,0.0,0,49003.01
28,1,Black,0,1,82163.9,9000.0,1,80463.41
18,0,Black,1,0,0.0,9000.0,0,10076.67
18,0,Hispanic,0,1,65551.4,9000.0,0,48873.8
18,0,Hispanic,0,1,64035.5,9000.0,0,45893.85
31,1,Hispanic,1,1,143222.8,0.0,1,144290.12
20,0,White,0,0,0.0,0.0,0,2212.51
18,0,Black,1,1,65821.2,0.0,0,50697.2
70,1,White,1,1,186961.0,12000.0,1,154170.03
29,0,Other,1,0,0.0,0.0,0,2107.23
18,1,Asian,0,0,0.0,0.0,0,2638.61
32,0,Hispanic,0,1,95512.4,0.0,0,66109.17
70,1,Hispanic,1,0,0.0,0.0,1,2865.27
35,0,Hispanic,0,1,104791.0,12000.0,0,74839.86
20,0,White,1,0,0.0,0.0,0,2473.27
18,0,Other,0,0,0.0,0.0,0,2387.67
70,0,Hispanic,0,1,241178.6,12000.0,0,178072.58
38,1,Hispanic,1,1,110336.1,0.0,0,80823.22
70,1,White,1,1,186733.3,0.0,0,141805.93
18,1,Asian,1,1,68551.6,9000.0,0,43877.99
22,0,Black,1,1,67074.7,0.0,1,55241.77
18,0,White,1,0,0.0,12000.0,1,12719.85
33,1,Hispanic,0,1,99281.9,0.0,1,76837.3
20,0,Hispanic,1,0,0.0,9000.0,0,11475.63
24,1,Black,1,0,0.0,0.0,0,2529.64
18,1,White,1,0,0.0,12000.0,0,9756.62
57,0,Black,1,1,156486.3,0.0,0,117622.79
18,1,White,1,1,64523.0,0.0,1,50896.96
65,1,White,0,0,0.0,12000.0,0,13290.5
36,1,White,0,0,0.0,9000.0,1,11105.72
18,0,Black,0,1,64238.0,0.0,0,46745.03
24,0,Hispanic,0,0,0.0,5000.0,0,6817.12
18,1,Asian,0,1,62926.7,0.0,0,49967.42
18,0,Asian,0,0,0.0,0.0,0,2598.34
18,0,Hispanic,0,0,0.0,0.0,0,2502.68
70,0,White,0,1,188857.6,0.0,1,130922.76
18,0,White,0,0,0.0,0.0,0,2445.56
42,0,Hispanic,1,1,163903.1,0.0,0,112954.84
36,1,Hispanic,1,1,106410.0,9000.0,0,80600.89
26,1,White,0,0,0.0,0.0,0,2426.73
18,1,White,1,0,0.0,0.0,0,2318.34
31,0,White,1,1,91674.7,0.0,0,71105.88
30,1,White,1,1,88866.3,9000.0,0,55055.66
35,0,White,0,1,96972.6,12000.0,0,67166.4
18,0,White,1,1,60414.9,12000.0,0,43365.96
18,1,Black,0,0,0.0,9000.0,0,9103.17
19,1,White,0,0,0.0,0.0,0,2523.76
23,1,White,0,0,0.0,0.0,0,2763.49
18,0,Hispanic,1,1,64252.4,12000.0,0,44371.05
45,0,Asian,0,1,123905.3,9000.0,0,86096.04
18,1,Black,0,1,64054.4,0.0,0,43126.96
44,0,White,0,1,128955.0,0.0,0,83761.1
19,1,White,0,1,65767.7,0.0,0,41303.39
29,0,Hispanic,1,0,0.0,0.0,0,2374.66
28,0,Other,1,1,91921.6,0.0,0,60279.34
56,1,Black,0,1,153988.4,0.0,1,135825.48
34,0,White,0,1,106427.5,9000.0,0,82120.95
21,1,White,0,0,0.0,0.0,0,2424.94
25,1,White,0,1,81968.6,0.0,1,77634.71
37,1,Hispanic,0,1,112970.0,0.0,0,92056.64
22,0,Hispanic,0,0,0.0,0.0,0,2770.49
18,1,Hispanic,0,1,59350.9,0.0,0,47643.44
26,0,White,0,1,75644.0,0.0,0,50791.88
45,0,Asian,0,1,127807.5,9000.0,0,95996.62
43,0,White,1,1,129255.0,1000.0,0,89456.29
21,0,Hispanic,1,0,0.0,12000.0,0,13335.86
34,0,White,1,1,106674.0,0.0,0,81656.42
23,1,Black,0,1,67905.3,9000.0,0,49211.08
19,1,White,0,1,60011.5,5000.0,0,47337.65
55,0,Hispanic,0,1,153400.0,0.0,0,100644.38
70,0,White,0,0,0.0,0.0,1,2853.52
31,1,Hispanic,0,1,93967.2,9000.0,0,60038.39
18,1,Hispanic,0,1,59604.9,9000.0,0,49870.29
20,0,White,0,0,0.0,1000.0,1,3809.99
36,0,Black,0,1,107037.8,0.0,0,70222.99
47,1,White,0,1,131153.3,0.0,0,80632.55
24,0,Black,0,0,0.0,0.0,0,2267.24
23,0,White,1,1,72873.0,0.0,0,51057.99
50,0,Hispanic,0,1,138583.5,12000.0,0,92683.49
38,0,Black,0,1,108488.4,0.0,0,66786.55
49,0,White,1,1,137372.8,9000.0,0,94704.33
18,0,White,0,0,0.0,12000.0,0,10713.6
19,1,White,1,0,0.0,0.0,0,2773.64
19,1,White,0,0,0.0,0.0,0,2365.92
37,0,Other,0,1,104952.9,12000.0,0,74453.26
18,1,Asian,0,0,0.0,9000.0,0,8516.79
26,1,Asian,1,1,83617.4,0.0,0,65841.76
18,1,White,0,1,60621.9,0.0,1,47855.42
20,0,Other,0,0,0.0,0.0,0,2820.5
18,1,White,0,1,63526.2,9000.0,0,48738.39
30,1,Hispanic,0,0,0.0,0.0,0,2418.71
50,0,Hispanic,1,1,136754.9,0.0,0,96814.63
18,1,Asian,1,1,56594.9,0.0,0,40441.64
55,1,Black,0,1,148855.6,12000.0,0,95193.46
39,1,Hispanic,0,1,115888.3,12000.0,0,91245.1
69,1,Other,1,1,174876.0,9000.0,0,114438.32
18,0,White,0,0,0.0,0.0,0,2521.77
22,1,White,0,0,0.0,0.0,0,2469.3
53,1,Asian,0,1,154069.4,0.0,0,108764.36
18,0,Black,0,1,57665.2,0.0,1,46115.62
18,1,Black,1,0,0.0,0.0,0,2543.46
18,1,Black,0,1,62224.1,9000.0,0,45916.45
18,0,White,0,1,62727.3,0.0,1,61597.27
48,0,White,0,0,0.0,0.0,0,2487.9
36,0,Black,1,1,102236.3,0.0,0,76216.83
25,1,Black,0,0,0.0,0.0,0,2381.16
18,1,White,0,0,0.0,12000.0,0,10102.1
18,1,Black,0,1,65096.0,0.0,0,48964.06
32,0,Asian,0,1,96189.9,1000.0,0,63529.3
18,0,Hispanic,0,1,60521.4,12000.0,0,45024.66
40,1,Other,0,1,111310.6,1000.0,0,67314.12
34,1,White,0,1,105981.0,1000.0,0,82721.83
24,0,Black,0,1,68477.0,1000.0,1,60042.17
25,0,Black,0,0,0.0,0.0,0,2565.03
70,0,Hispanic,1,1,184213.5,9000.0,0,141425.28
18,1,White,1,0,0.0,1000.0,1,4203.32
70,1,White,0,1,185371.5,0.0,1,134039.94
18,0,Black,0,0,0.0,0.0,1,3357.85
19,1,White,0,1,65288.6,1000.0,1,49171.84
30,1,White,0,1,96097.6,1000.0,0,67354.88
18,0,White,0,0,0.0,9000.0,1,9577.12
24,0,White,1,1,74935.3,12000.0,1,55149.92
25,1,Asian,0,0,0.0,5000.0,0,5646.31
70,1,Hispanic,0,1,187141.2,0.0,0,131282.64
49,1,White,0,1,137292.7,12000.0,0,94005.64
18,1,Hispanic,0,0,0.0,9000.0,0,5764.62
52,1,Asian,0,1,148615.3,5000.0,0,103066.24
55,0,Hispanic,0,1,153425.4,0.0,0,101678.33
18,0,Black,0,0,0.0,9000.0,0,9096.86
18,1,White,0,1,56482.1,5000.0,1,45737.5
26,1,White,0,0,0.0,0.0,1,3500.33
18,0,Asian,0,1,60731.4,9000.0,0,46257.67
18,0,White,1,0,0.0,5000.0,0,4765.95
18,1,White,0,0,0.0,0.0,0,2559.4
18,0,White,0,1,53735.5,9000.0,0,38538.32
58,1,Asian,0,1,161415.8,0.0,0,112312.38
27,1,Black,0,1,84367.4,9000.0,0,57091.88
35,1,Black,0,0,0.0,9000.0,1,10059.52
39,0,Asian,1,1,110349.4,1000.0,1,82952.64
18,1,Hispanic,1,0,0.0,9000.0,0,11250.88
18,0,Other,0,1,64354.8,9000.0,0,48767.28
42,1,Hispanic,0,1,122729.2,9000.0,0,79231.76
27,1,Hispanic,1,0,0.0,12000.0,0,9644.68
18,1,White,0,0,0.0,0.0,0,2144.45
22,0,Hispanic,1,1,62650.8,0.0,0,42580.67
24,1,Asian,0,1,71062.6,9000.0,0,46370.84
21,1,White,0,0,0.0,0.0,0,2415.88
26,0,White,0,0,0.0,0.0,0,2988.82
40,1,Other,0,1,109109.8,9000.0,1,90065.59
32,0,Hispanic,0,0,0.0,9000.0,1,9400.46
18,1,White,1,0,0.0,0.0,1,2678.56
68,0,White,0,1,183186.1,0.0,0,134726.93
33,0,Asian,0,0,0.0,9000.0,0,8387.0
21,0,Hispanic,0,1,69976.5,0.0,0,42340.35
18,0,White,0,1,66421.1,9000.0,1,66578.77
70,0,Asian,0,1,190549.2,1000.0,0,137588.13
24,0,Hispanic,1,0,0.0,9000.0,1,9903.84
39,0,White,0,1,115103.9,12000.0,0,88114.84
33,1,White,0,0,0.0,12000.0,0,15299.49
38,1,Asian,0,1,107790.4,9000.0,0,84592.83
36,1,Black,1,1,106926.2,0.0,1,93609.07
66,1,Hispanic,0,1,181374.4,0.0,0,117032.62
18,0,White,0,0,0.0,9000.0,1,10832.36
29,0,White,1,0,0.0,12000.0,1,11222.53
34,1,Hispanic,0,1,97497.0,0.0,0,70875.9
38,0,White,0,0,0.0,12000.0,1,13577.37
18,1,White,1,1,65957.4,9000.0,0,48201.02
18,0,Asian,1,1,62923.5,9000.0,0,41509.53
19,1,White,1,0,0.0,0.0,0,2333.9
18,0,White,1,0,0.0,12000.0,1,12483.66
31,1,Black,0,1,94882.2,0.0,1,66523.31
23,0,White,0,1,69855.5,12000.0,0,54552.53
35,0,White,0,1,105867.7,0.0,1,93872.83
18,1,Hispanic,0,0,0.0,0.0,1,3195.99
35,1,Hispanic,0,1,108206.8,12000.0,0,83650.39
36,1,Asian,1,1,97281.5,0.0,0,73066.48
24,0,White,0,0,0.0,0.0,0,2201.89
18,0,White,1,0,0.0,0.0,1,2567.84
18,0,White,0,0,0.0,0.0,0,2496.47
27,0,Hispanic,0,0,0.0,0.0,0,2195.6
61,1,Hispanic,0,1,169462.4,5000.0,0,136564.15
18,0,White,0,1,52402.3,9000.0,1,45631.41
38,1,Hispanic,0,1,112456.6,0.0,0,71029.24
20,0,Black,1,0,0.0,0.0,0,2300.42
22,0,Hispanic,0,0,0.0,0.0,0,2435.5
18,0,Black,1,0,0.0,0.0,1,2786.36
18,1,Black,0,1,63613.7,0.0,0,48419.73
18,0,Asian,0,1,63991.7,12000.0,1,60685.22
46,0,Black,1,1,128711.3,12000.0,0,88958.62
34,0,White,1,1,104602.6,0.0,0,69683.52
18,1,Asian,1,1,59973.8,9000.0,0,44373.37
42,1,Black,0,1,119146.8,12000.0,0,84326.66
18,1,Black,1,1,54667.5,5000.0,0,36408.87
35,1,Asian,0,1,104695.4,0.0,0,80859.3
18,0,Black,0,0,0.0,9000.0,0,7923.26
24,1,Hispanic,0,0,0.0,12000.0,1,11495.87
18,0,Black,0,0,0.0,9000.0,0,10550.09
23,0,Black,0,1,66209.3,0.0,0,52608.16
22,0,White,0,1,67266.6,0.0,0,48807.53
70,0,White,0,1,187381.2,12000.0,0,131906.96
35,1,Other,0,0,0.0,0.0,0,2724.04
18,0,Black,1,1,61677.2,9000.0,0,48283.36
18,1,White,0,1,62817.9,9000.0,1,62035.51
60,0,Asian,0,1,209289.2,0.0,1,156977.19
24,1,Black,0,1,72306.3,12000.0,0,51136.59
39,1,White,0,1,108741.3,0.0,0,76666.08
51,0,Other,0,1,133117.4,9000.0,0,85571.16
57,0,White,1,1,154046.0,0.0,0,117804.51
30,0,Other,0,0,0.0,9000.0,1,10075.27
20,1,Black,0,1,66057.0,9000.0,0,45888.3
70,1,White,0,1,187349.0,12000.0,1,159390.05
18,1,White,0,1,61149.1,12000.0,0,46605.97
18,1,White,1,0,0.0,9000.0,0,8758.6
18,0,Other,0,0,0.0,1000.0,0,3056.28
42,0,White,0,1,120673.2,12000.0,0,77047.85
24,0,White,0,1,73312.6,1000.0,0,54963.97
18,1,Hispanic,0,0,0.0,0.0,1,2561.11
18,1,White,1,1,64503.2,5000.0,0,46734.64
18,1,White,0,0,0.0,0.0,0,2763.41
18,1,Asian,0,1,57587.2,0.0,0,39539.01
58,1,Asian,0,1,154445.0,0.0,0,95284.53
66,1,Hispanic,1,1,174067.9,0.0,0,119685.51
18,0,Asian,0,0,0.0,0.0,0,2633.74
18,1,Hispanic,0,1,60308.8,9000.0,0,42037.17
25,1,White,0,1,83420.5,0.0,0,61645.28
18,1,Asian,0,0,0.0,1000.0,0,2976.69
18,1,Asian,0,0,0.0,0.0,0,2250.11
33,0,White,1,1,102911.7,9000.0,0,76467.63
18,1,Black,1,0,0.0,9000.0,0,7621.3
18,1,Black,0,0,0.0,0.0,0,2586.02
36,1,Hispanic,1,1,105668.6,0.0,0,66003.81
18,1,Asian,0,1,57882.9,0.0,0,35610.53
27,1,Black,1,1,86204.6,0.0,0,68431.51
34,0,Hispanic,0,0,0.0,0.0,1,2414.33
70,0,White,1,1,183872.3,0.0,0,147651.41
60,1,White,1,1,164941.0,9000.0,0,116108.85
61,0,White,0,1,162026.1,9000.0,1,132253.71
18,1,Black,0,1,64486.9,0.0,0,41969.23
31,0,Black,0,1,85079.8,0.0,0,62520.16
19,0,Black,1,0,0.0,0.0,1,2737.68
18,1,Hispanic,1,1,67900.5,0.0,1,68233.17
47,0,Black,0,1,132647.2,12000.0,0,92012.88
19,1,Black,0,0,0.0,0.0,0,2624.47
24,1,Hispanic,0,1,81401.5,9000.0,0,57615.22
70,1,White,0,1,187659.5,12000.0,0,148176.56
18,1,Asian,0,0,0.0,0.0,0,2457.71
24,0,Hispanic,0,0,0.0,0.0,1,2858.56
44,1,Asian,0,1,119554.0,12000.0,0,88784.4
18,1,Hispanic,0,0,0.0,0.0,0,2366.26
70,1,Black,0,1,187933.8,9000.0,0,138991.73
39,0,Hispanic,1,1,108001.1,0.0,0,77144.45
18,1,Black,1,1,64631.5,12000.0,0,50270.87
29,0,Black,1,1,90451.1,1000.0,1,56083.37
22,1,White,0,0,0.0,0.0,0,2584.62
31,0,Black,0,1,94944.9,0.0,0,76611.49
18,0,White,0,0,0.0,0.0,0,2445.85
18,0,White,1,0,0.0,9000.0,0,10119.72
18,1,White,0,0,0.0,0.0,1,2376.39
18,1,Hispanic,0,0,0.0,9000.0,0,8112.52
18,0,White,1,1,66663.5,0.0,0,51262.41
18,1,Black,1,0,0.0,0.0,0,2382.84
25,1,Asian,0,1,74967.1,0.0,0,58110.16
22,1,White,0,1,66777.8,9000.0,1,59985.18
26,0,Asian,0,0,0.0,0.0,0,2532.22
40,0,White,1,1,112488.7,0.0,0,72161.02
18,1,Black,0,0,0.0,0.0,0,2381.61
54,0,White,1,1,142526.4,0.0,0,101312.94
32,1,White,0,1,91872.0,0.0,1,73896.41
33,1,Black,0,0,0.0,12000.0,1,14082.39
42,0,Black,0,1,124429.1,9000.0,0,84568.92
18,1,White,0,1,68054.2,0.0,1,55969.98
58,1,Black,0,0,0.0,0.0,0,2180.72
35,1,White,0,1,99583.8,12000.0,0,67318.0
18,0,Hispanic,0,0,0.0,0.0,0,2446.25
23,0,Other,1,0,0.0,0.0,0,2265.38
18,1,Other,0,0,0.0,1000.0,1,3917.0
33,1,Hispanic,0,0,0.0,1000.0,0,3893.27
36,0,White,0,1,104304.3,0.0,1,83728.51
18,1,Hispanic,0,0,0.0,5000.0,0,7158.32
70,1,Other,0,1,187324.6,0.0,1,161161.64
30,0,Black,0,0,0.0,9000.0,0,10420.65
59,1,Hispanic,1,1,157500.8,12000.0,1,136398.32
18,0,White,0,1,66754.5,0.0,0,45148.55
18,0,Black,0,1,56754.8,0.0,1,38351.52
18,1,White,1,0,0.0,0.0,0,2386.29
29,1,Hispanic,1,1,85909.6,0.0,1,73902.98
33,1,White,0,1,96904.9,12000.0,0,66630.99
43,1,Asian,0,1,124041.7,0.0,0,93714.34
46,1,Hispanic,0,1,124991.2,9000.0,1,106920.97
18,0,White,0,1,63782.9,0.0,0,47227.52
18,0,Asian,0,0,0.0,12000.0,1,11147.68
70,0,White,0,1,184059.4,9000.0,0,121326.75
18,1,White,0,1,59249.4,0.0,0,39474.09
18,0,Asian,0,1,59285.2,0.0,0,39772.34
18,1,Asian,1,1,61372.7,0.0,1,49186.01
18,1,Black,0,1,61780.5,0.0,0,43126.85
55,1,Hispanic,0,1,156206.7,0.0,0,114851.58
33,0,White,1,0,0.0,0.0,0,2349.15
38,0,White,0,1,107082.8,0.0,0,60397.4
18,1,Asian,0,1,64501.5,0.0,0,47316.41
31,0,Other,0,0,0.0,0.0,0,2931.42
64,0,White,0,1,180400.0,1000.0,1,165871.91
18,0,Hispanic,0,0,0.0,0.0,1,2294.45
18,1,Black,0,0,0.0,12000.0,0,17694.76
19,1,White,1,1,67464.9,9000.0,0,46501.12
26,0,White,0,0,0.0,0.0,1,3417.66
18,0,Other,0,1,65691.4,0.0,0,48158.05
29,1,Hispanic,0,0,0.0,0.0,0,2432.58
18,0,White,1,1,54830.2,9000.0,0,38975.71
39,1,White,0,0,0.0,0.0,0,2545.56
35,1,Asian,0,1,106163.1,0.0,1,88318.31
58,1,Asian,0,0,0.0,9000.0,1,11671.49
28,0,Black,1,0,0.0,0.0,1,2584.82
18,0,Hispanic,0,0,0.0,0.0,1,3001.77
18,1,White,0,0,0.0,0.0,1,3336.2
18,1,White,0,1,61560.8,0.0,0,40364.95
18,0,Asian,0,1,58627.6,0.0,0,36949.5
70,0,White,1,1,191614.0,12000.0,0,130046.97
18,0,Other,0,0,0.0,12000.0,0,15155.67
18,0,Hispanic,1,1,59542.8,12000.0,0,44621.38
24,1,Hispanic,1,0,0.0,0.0,0,2596.7
18,0,Hispanic,0,0,0.0,0.0,1,2919.81
32,0,White,0,0,0.0,0.0,0,2817.27
22,0,Black,0,1,72598.3,12000.0,0,52740.65
18,1,White,0,0,0.0,0.0,0,2307.14
54,1,Black,0,0,0.0,12000.0,0,12890.02
18,1,Asian,1,1,65583.5,9000.0,0,55521.95
29,1,Asian,1,1,97935.6,0.0,1,73532.45
19,0,Other,1,0,0.0,12000.0,0,13571.09
36,1,White,1,1,111858.3,9000.0,0,88336.9
41,0,White,0,1,113415.1,9000.0,1,86011.37
19,0,White,0,0,0.0,0.0,0,2962.28
52,1,Hispanic,0,1,148477.7,12000.0,1,104798.42
28,0,Hispanic,0,1,85247.8,0.0,0,61411.65
18,0,Asian,0,0,0.0,0.0,0,2357.99
40,1,White,0,0,0.0,9000.0,0,12049.64
18,0,White,0,0,0.0,5000.0,0,6340.33
18,0,Black,1,0,0.0,9000.0,0,11996.91
70,0,Black,0,1,186379.9,0.0,0,120157.08
34,0,White,0,1,92841.7,0.0,0,63766.36
18,1,White,0,0,0.0,12000.0,1,14079.27
31,1,White,1,1,93994.9,0.0,0,69238.98
28,0,Black,0,1,82844.4,9000.0,0,61045.74
70,1,Hispanic,0,1,182352.5,9000.0,1,135517.19
18,1,Hispanic,0,1,63402.4,0.0,0,47640.92
